"","primary_drug_concept_id_list","secondary_drug_concept_id_list","excluding_drug_concept_id_list","regimen_concept_id","regimen_name"
"1214","1319193","","1304919",35806413,"Gefitinib monotherapy"
"1215","1338512","1551099;1310317;1308290","955632;1301267;1305058;1311078;1311409;1312706;1314273;1329241;1336825;1344905;1350066;1350504;1351779;1394337;1397599;1518254;1593155;19008264;19008336;19011440;19026972;19051642;19054997;19078187;19086176;19136750;35197850;40167582;44507676",35804376,"COPAD"
"1216","1390051","1314273;1309188;1550557","",35804426,"R-MCP"
"1217","1315946","","792649;1359548;1387104;1397141;1592911;45892075",35804273,"Letrozole monotherapy"
"1218","1397599","19008264","1305058;1309770;1310317;1311409;1329241;1338512;1350504;1380068;1389036;19078187",35806396,"Cisplatin and Vinblastine"
"1219","1350066","1301267;1311078;1518254;1350504","1314273",35806079,"DexaBEAM and G-CSF"
"1220","1301267","1333357","1395557",35806347,"Melphalan, then auto HSCT, then Melphalan and Busulfan, then auto HSCT"
"1221","1311078","1304107","1305058;1308290;1309188;1310317;1338512;1436650;1518254;19078097",35804633,"Imatinib and LoDAC"
"1222","1311078","1311799","903643;1305058;1308290;1310317;1314865;1350504;1355795;1363387;1394023;1436650;1437379;1518254;1550557;1551099;1594003;19012585;19054825;19136750;42799711;45775576",35803442,"Cytarabine and Daunorubicin"
"1223","19026972","1518254","1301267;1310317;1314273;1336825;1337651;1551099;1750500;19015523;35604032;35605744;35606214;42873638;46221435",35806053,"Rd"
"1224","1314273","42873638;1518254","",35807167,"CaRD"
"1225","1343346","1314924","1550557;19015523;19051649;19078187",35806176,"Gemcitabine and Vinorelbine"
"1226","1397599","1518254;1350504","1301267;1305058;1310317;1311078;1314273;1336825;1338512;19078187;19137042",35805463,"DEP and RT"
"1227","1338512","1518254;1308290","1301267;1304107;1305058;1310317;1311078;1314273;1326481;1329241;1336825;1350066;1350504;1358436;1390051;1397599;1436650;1437379;1506270;1551099;1760616;19008336;19011440;19012585;19078187;19136750;43013182",35806356,"VAD and Cyclosporine"
"1228","42873638","1518254;43014237","",35806324,"KPD"
"1229","1350066","1311078;1310317;1350504","",35803997,"BEAC"
"1230","1388796","955632;1350504","1397599",35804563,"FELV"
"1231","19100985","","955632;1318011;1337620;1367268;1388796;1397599",35804800,"Panitumumab monotherapy"
"1232","35604657","","",35804390,"Alectinib monotherapy"
"1233","1338512","1329241;1551099;1310317;1351779;1350504;1308290","",35805803,"eBEACOPP"
"1234","1301267","1333357","1395557",35804000,"Busulfan and Melphalan"
"1235","43009098","","",35804636,"Radotinib monotherapy"
"1236","1311078","42799711;1311799","",35803446,"Cytarabine, Daunorubicin, Gemtuzumab ozogamicin"
"1237","1436650","","903643;1304107;1305058;1308290;1310317;1311078;1311799;1326481;1338512;1350504;1437379;1518254;1550557;1551099;19002912;19008264;19012585;19078097;19128219",35803535,"Mercaptopurine monotherapy"
"1238","1551099","1351779;1394337;1308290","1305058;1310317;1311409;1329241;1338512;1350504;19008264",35805815,"MOPP"
"1239","1301267","1551099;1310317;1308290","1338512;1350066;1518254",35806344,"VMCP"
"1240","1338512","1329241;1314273;19008264;1311409","",35805810,"RABVD"
"1241","1378382","1397599;19078187","1305058",35806625,"TIP"
"1242","1338512","1397141;1310317;955632","",35804252,"FAC and Bevacizumab"
"1243","40244464","","",35803508,"Ruxolitinib monotherapy"
"1244","1311409","","1308290;1309770;1310317;1314273;1314924;1329241;1338512;1350066;1351779;1377141;1378382;1380068;1391846;1394337;1397599;1436678;1506270;1551099;19008264;19008336;19078187;19086176;40238188;40241969",35806128,"Dacarbazine and Interferon alfa"
"1245","1338512","1310317;955632;19086176","",35804339,"FAC and BCG"
"1246","1312706","1301267;1395557","",35805842,"Fludarabine, Melphalan, Alemtuzumab, then allo HSCT"
"1247","1338512","1301267;955632","",35804345,"PAF"
"1248","46221435","19137042;1336825;1518254","",35806321,"Bortezomib, Thalidomide, Dexamethasone, Panobinostat"
"1249","19054825","","1304850;1309188;1310317;1311078;1311799;1314273;1518254",35803546,"Cladribine monotherapy"
"1250","1397599","1315942","955632;1388796;1397141",35803574,"Cisplatin and Docetaxel"
"1251","1329241","1305058;1310317;1518254;1309188;1308290","",35805104,"m-BNCOD"
"1252","44818489","","955632;1315942;1367268;1378382;1388796",35805372,"Ramucirumab monotherapy"
"1253","1338512","1305058;19011440;1506270;1311078;1310317;1518254;1308290","",35804063,"Hyper-CVAD/MA and Everolimus"
"1254","1387104","1348265","",35804291,"Anastrozole and Trastuzumab"
"1255","1397599","1337620","955632;1315411;1344354;1387104",35805335,"CX"
"1256","1314865","42799711;1337651","",35803545,"Azacitidine, Vorinostat, Gemtuzumab ozogamicin"
"1257","1363387","","1311078;1311799;1314865;1337620;19078097",35803487,"Sorafenib monotherapy"
"1258","1356461","","1344381;1351541;1366310",35806843,"Flutamide monotherapy"
"1259","1344905","1350504","1305058;1308290;1310317;1314273;1338512;1354698;1378382;1397141;1518254;1550557;1551099;19008336;19026972;19078187;35197850;40167582;42629079",35101612,"Carboplatin, Etoposide, RT"
"1260","1397599","19038536","",35806174,"Cisplatin and Raltitrexed"
"1261","1326481","1311799;1518254;1308290","",35804047,"Daunorubicin, Pegaspargase, Vincristine, Dexamethasone"
"1262","1380068","","1304107;1309770;1310317;1311078;1311409;1338512;1350066;1379969;1397599;1503501;1518254;1522957;1551099;1710612;1714165;19008264;19136750;19137042",35806117,"Interferon alfa-2b monotherapy"
"1263","984232","46221699","1308432;1309770",35101312,"Isotretinoin and Dinutuximab"
"1264","19015523","19137042;1518254","",35806322,"BTD"
"1265","1350066","1301267;1311078;1350504","1314273;1518254;19068830",35805067,"BEAM, then allo HSCT"
"1266","1338512","1389036;955632","",35805687,"FAM"
"1267","1311409","1310317;1308290","1329241;1338512;1351779;1551099;19008264",35806646,"Cyclophosphamide, Dacarbazine, Vincristine"
"1268","1377141","","955632;1304107;1311409;1315942;1350066;1397599",35804535,"Hydroxyurea and RT"
"1269","19078097","903643;1309188","1311078;1350504;1437379",35803560,"Idarubicin, then Mitoxantrone, then Idarubicin, with ATRA"
"1270","1333357","1395557","1301267;1310317;1314273;19068830",35803493,"Fludarabine, Busulfan, ATG, then allo HSCT"
"1271","1338512","1311443;19078187;1350504;1308290","1310317;1367268",35805446,"EVAIA"
"1272","19137385","1310317;1395557","",35803619,"Cyclophosphamide, Fludarabine, Thiotepa"
"1273","1344905","1367268","",35806943,"Carboplatin and Irinotecan"
"1274","19026972","35605744;1518254","",35806311,"Dara-Rd"
"1275","1551099","1310317;1308290","955632;1301267;1305058;1309188;1311078;1311409;1311799;1312706;1314273;1329241;1336825;1338512;1344354;1344905;1350066;1350504;1351779;1394337;1397599;1437379;1518254;1593155;19008264;19008336;19011440;19012585;19026972;19051642;19051649;19054997;19078097;19078187;19086176;19136750;35197850;40167582;44507676",35806343,"VCP"
"1276","19026972","1314273","1308290;1310317;1338512;1344905;1350504;1354698;1518254;1551099;19015523;19078187",35804591,"Lenalidomide and Rituximab"
"1277","1318011","1388796;1367268;955632","1314924",35806584,"mFOLFIRINOX"
"1278","1311078","19024728;19054821","",35803472,"Clofarabine and LoDAC/Decitabine"
"1279","1314273","45776944","19015523",35804590,"Idelalisib and Rituximab"
"1280","19078097","1311078;903643","1309188;1350504;1437379",35803556,"ATRA, Cytarabine, Idarubicin"
"1281","1341149","1337620","",35806577,"Capecitabine and Temozolomide"
"1282","1338512","19008336;1551099;1310317","1305058;1308290;1311078;1314273;1329241;1344905;1350504;1518254;19078187;19136750;35197850",35805113,"VCAP"
"1283","1350066","1551099;1310317;1308290","1301267;1338512;1351779;1518254",35805087,"BCOP"
"1284","1311078","1304850;19054825","1309188",35803440,"CLAG"
"1285","19015523","1314273;45776944","",35804602,"BR and Idelalisib"
"1286","1551099","1358436","1308290",35804069,"Dasatinib and Prednisone"
"1287","1368823","","955632;1305058;1310317;1338512;1397599",35806480,"Altretamine monotherapy"
"1288","1551099","1304107;1308290","1311799;19012585",35101351,"Imatinib, Vincristine, Prednisone"
"1289","45775576","1311078;1311799","",35803459,"HAD"
"1290","1366310","1356461","",35806823,"Flutamide and Goserelin"
"1291","1329241","1397599;19008264","1310317;1338512;1350504",35807026,"BVP"
"1292","1437379","1311078;1551099;1310317;1308290","",35803536,"PATCO"
"1293","1366689","","1314924;1315942;1318011;1367268;1378382;1397141;1397599",35804257,"S-1 monotherapy"
"1294","1358436","","1305058;1308290;1310317;1311078;1338512;1518254;1551099",35804080,"Dasatinib monotherapy"
"1295","19078187","1343346;1314924;1550557","",35805811,"IGEV"
"1296","1394337","","1305058;1308290;1310317;1311409;1329241;1338512;1350504;1351779;1551099;19008264",35805851,"Mechlorethamine monotherapy"
"1297","1338512","1310317;1308290;1550557","1305058;1314273;1329241;1336825;1350504;1351779;19012585",35102027,"CHOP Modified (Prednisolone)"
"1298","45775965","","1304919;1344905;1378382;1397599;1518254;42709322;43014237",35803678,"Pembrolizumab monotherapy"
"1299","1338512","1551099;19008264;1314924","",35805824,"PVAG"
"1300","1112807","1518254","",35806864,"Aspirin and Dexamethasone"
"1301","1397599","19078187;1354698","1305058;1310317;1311443;1329241;1338512;1344354",35805243,"CIM"
"1302","35604205","44507676","",35100084,"Venetoclax and Obinutuzumab"
"1303","1311078","1350504","903643;1301267;1305058;1308290;1309188;1310317;1311799;1314273;1329241;1338512;1350066;1394023;1397599;1436650;1437379;1506270;1518254;1550557;1551099;19008336;19012585;19015523;19051649;19068830;19078097;19078187;19136750;36879099;40167582",35806973,"CYVE and G-CSF"
"1304","1314924","955632","1318011;1344354;1367268;1388796;1397599",35806585,"Gemcitabine/Fluorouracil and RT"
"1305","1338512","1308290;1550557","1305058;1310317;1311078;1314273;1326481;1329241;1336825;1350504;1351779;1390051;1436650;19008264;19012585",35804366,"VAP"
"1306","1315942","1315411","",35805771,"Docetaxel, Cetuximab, RT"
"1307","1511449","","1436678;1503057",35805919,"Danazol monotherapy"
"1308","1397599","1367268","1350504",35803576,"Cisplatin and Irinotecan"
"1309","19015523","1343346;1314924;1550557","",35805827,"BeGEV"
"1310","1348265","1366310","",35804272,"Anastrozole and Goserelin"
"1311","19015523","1314273;1311078","",35804616,"R-BAC"
"1312","1315942","1337620","1314924;1318011;1344354",35805345,"Capecitabine, Docetaxel, RT"
"1313","1305058","1436650;1551099;1308290","1338512;19012585",35803541,"POMP"
"1314","1551099","","955632;1301267;1304107;1305058;1308290;1309188;1310317;1311078;1311409;1311799;1312706;1314273;1314865;1314924;1315942;1318011;1326481;1329241;1336825;1337651;1338512;1343346;1344354;1344905;1350066;1350504;1351779;1358436;1380068;1390051;1391846;1394337;1395557;1397599;1436650;1436678;1437379;1506270;1518254;1522957;1525866;1593155;1760616;19008264;19008336;19011440;19012585;19026972;19051642;19051649;19054997;19078097;19078187;19086176;19136750;19137042;35197850;35605744;40167582;40222431;40239056;40241969;42873638;42874135;43014237;44507676",35803430,"Prednisone monotherapy"
"1315","1338512","1305058;1310317;1308290","955632;1304107;1311078;1314273;1329241;1350504;1351779;1358436;1394337;1436650;1437379;1506270;1518254;1550557;1551099;19008336;19011440;19012585;19078187;19136750;43013182",35805751,"dmCODOX-M - Modified Magrath"
"1316","1304044","","792649;1337620;1348265;1396423;1592911;45892075",35804284,"Fulvestrant monotherapy"
"1317","1397141","1388796;1367268;955632","",35804779,"IFL and Bevacizumab"
"1318","19026972","1551099;1310317","1308290;1314273;1338512",35806285,"CPR"
"1319","1333357","1310317","1395557;19137385",35803611,"Busulfan and Cyclophosphamide"
"1320","35201733","","",35806425,"Lorlatinib monotherapy"
"1321","19025348","","1337620",35804267,"Ixabepilone monotherapy"
"1322","40167582","19031224;1310317","",35804593,"PCO"
"1323","1311078","1311799;1350504","903643;1305058;1308290;1310317;1394023;1437379;1518254;1550557",35803453,"ADE (standard-dose Ara-C)"
"1324","1378382","1378509","1314273;1397141",35804543,"Paclitaxel and Topotecan"
"1325","42629079","","1344905;1350504;1378382;1397141",35804138,"Atezolizumab monotherapy"
"1326","1336825","1551099","1301267;1308290;1310317;1314273;1338512;1518254;19026972;19137042;35605744",35806279,"VP"
"1327","19058410","","",35806842,"Degarelix monotherapy"
"1328","1518254","","794068;1112807;1301267;1304107;1305058;1308290;1309188;1310317;1311078;1311799;1314273;1314924;1318011;1326481;1329241;1336825;1337651;1338512;1344905;1350066;1350504;1354698;1358436;1379969;1380068;1390051;1395557;1397599;1436650;1437379;1506270;1551099;1750500;1760616;19008336;19011440;19012585;19015523;19026972;19051649;19054825;19078187;19136750;19137042;35604032;35605744;35606214;40167582;40175460;42873638;43013182;43014237;43533115;45775965;46221435",35100304,"Selinexor and Dexamethasone"
"1329","1315942","40238052","",35806422,"Docetaxel and Vandetanib"
"1330","1315942","1314924","1337620",35803577,"Docetaxel and Gemcitabine"
"1331","1350066","1551099;1310317;1351779;1308290","",35805844,"BCVPP"
"1332","1305058","1310317;955632;1368823","",35806496,"Hexa-CAF"
"1333","42873638","","1301267;1310317;1314273;1518254;1551099;19026972;19137042;35605744;43014237;46221435",35806280,"Carfilzomib monotherapy"
"1334","35605804","40241937","",35806138,"Cobimetinib and Vemurafenib"
"1335","40241937","","35605804",35804101,"Vemurafenib monotherapy"
"1336","1436678","1551099","955632;1305058;1310317",35804348,"PT"
"1337","35604205","1314273","",35804605,"Venetoclax and Rituximab"
"1338","45892628","","40238188;40241969",35803677,"Nivolumab monotherapy"
"1339","1338512","1397141;1310317","955632",35804206,"AC and Bevacizumab"
"1340","1338512","1551099;1310317;1308290","955632;1301267;1305058;1311078;1311409;1312706;1314273;1329241;1336825;1344905;1350066;1350504;1351779;1394337;1397599;1518254;1593155;19008264;19008336;19011440;19026972;19051642;19054997;19078187;19086176;19136750;35197850;40167582;44507676",35803591,"CHOP-14"
"1341","1378382","793846","",35804200,"Neratinib and Paclitaxel"
"1342","19078097","1311078;1395557","1304850;19009705",35803503,"F-SHAI"
"1343","1338512","1329241;1551099","1305058;1308290;1310317;1311078;1311409;1314273;1350504;1351779;1391846;1394337;19008264;19008336;19078187;19136750",35805085,"ABP"
"1344","1397599","1315411","955632;1337620;1343346",35805775,"Cisplatin and Cetuximab"
"1345","1311078","1304850;19054821","",35803486,"CLARA"
"1346","1338512","1551099;1310317;1308290","955632;1301267;1305058;1311078;1311409;1312706;1314273;1329241;1336825;1344905;1350066;1350504;1351779;1394337;1397599;1518254;1593155;19008264;19008336;19011440;19026972;19051642;19054997;19078187;19086176;19136750;35197850;40167582;44507676",35805656,"COPA"
"1347","1397141","1344354;1310317","955632",35804250,"EC and Bevacizumab"
"1348","44507676","1310317;1395557","",35804588,"G-FC"
"1349","1344354","1310317;955632","1305058;1387104;1397141",35804237,"ddFEC"
"1350","1338512","1305058;1397599;19008264","",35804146,"MVAC"
"1351","19008264","","1305058;1308290;1309188;1309770;1310317;1311409;1314273;1314924;1329241;1338512;1344354;1350066;1350504;1351779;1380068;1389036;1390051;1391846;1394337;1397599;1436650;1506270;1550557;1551099;19078187;19136210;40241969",35805839,"Vinblastine monotherapy"
"1352","1338512","1551099;1310317;19136750","1305058;1308290;1311078;1314273;1329241;1350504;1380068;1518254;19008336;19078187",35805654,"CHVP"
"1353","975125","985708;989482","",35806853,"Ketoconazole, Hydrocortisone, Dutasteride"
"1354","40238052","","1315942",35807050,"Vandetanib monotherapy"
"1355","1397599","","955632;984232;1301267;1304919;1305058;1308290;1309161;1309770;1310317;1311078;1311409;1311443;1314273;1314924;1315411;1315942;1325363;1326481;1329241;1336825;1337620;1338512;1343346;1344354;1344905;1350066;1350504;1354698;1366689;1367268;1368823;1377141;1378382;1378509;1379969;1380068;1380191;1387104;1388796;1389036;1390051;1391846;1397141;1436678;1506270;1518254;1551099;19008264;19008336;19038536;19051649;19078187;19100985;19137042;35606215;40167582;45775965",35803573,"Cisplatin monotherapy"
"1356","1390051","1551099","1308290;1309188;1338512;1350504;1351779;19008264",35804623,"Chlorambucil and Prednisone"
"1357","1344354","1310317","955632;1305058;1308290;1314273;1329241;1350504;1378382;1387104;1391846;1397141;1397599;1550557;1551099;19008264;19008336;19137385",35804213,"DI EC"
"1358","1344905","1378382;1387104","",35804315,"TPC"
"1359","1311078","19054821","1304850;19024728;19078097",35803470,"Clofarabine and LoDAC"
"1360","1397599","1310317;1518254;1350504","1301267;1336825;1338512;19137042",35806340,"DCEP and G-CSF"
"1361","1301267","1336825;1518254","1310317;1338512;1350504;1397599;1551099;19026972;19137042",35806062,"VMD"
"1362","1338512","40241969;1551099;1310317","",35803696,"BV-CHP"
"1363","35603068","","955632;1388796",35805368,"Irinotecan liposomal monotherapy"
"1364","1344354","1314273;1310317;1308290;1550557","",35805039,"R-CEOP90 (Epirubicin)"
"1365","1338512","1350066","1301267;1308290;1310317;1518254;1551099",35806354,"Carmustine and Doxorubicin"
"1366","1315942","1344381","",35806838,"ADT and Docetaxel"
"1367","1304919","45775965","1344905;1397599",35806404,"Pemetrexed and Pembrolizumab"
"1368","19031224","","1310317;1314273;40167582",35804098,"Pentostatin monotherapy"
"1369","1390051","1551099;1309188","",35805661,"MCP"
"1370","19078097","1551099;1310317;1308290","",35804045,"Cyclophosphamide, Idarubicin, Vincristine, Prednisone"
"1371","1350504","","903643;955632;1301267;1305058;1308290;1309161;1309188;1310317;1311078;1311443;1311799;1314273;1326481;1329241;1336825;1337651;1338512;1344354;1344905;1350066;1351779;1354698;1367268;1378382;1378509;1388796;1390051;1391846;1394023;1394337;1397141;1397599;1436650;1437379;1506270;1518254;1550557;1551099;19008264;19008336;19012585;19015523;19026972;19051649;19054821;19068830;19078097;19078187;19136750;19137042;35197850;36879099;40167582;42629079",35803691,"Etoposide monotherapy"
"1372","1389036","1388796;955632","",35805682,"Fluorouracil, Folinic acid, Mitomycin"
"1373","1312706","1395557","1301267;1310317;1314273",35804580,"Fludarabine and Alemtuzumab"
"1374","1301267","1311078;1350504;36879099","",35805070,"FEAM, then auto HSCT"
"1375","1333357","1310317","1395557;19137385",35804637,"BuCyTBI, then allo HSCT"
"1376","1437379","1311078;1311799;1518254;1350504","1308290;1310317",35803532,"DCTER"
"1377","1314865","42799711","1337651",35803467,"Azacitidine and Gemtuzumab ozogamicin"
"1378","1391846","1341149","",35100653,"Lomustine, Temozolomide, RT"
"1379","1398399","","19011440",35804274,"Exemestane monotherapy"
"1380","1397141","1378509","1378382",35806489,"Topotecan and Bevacizumab"
"1381","1343346","1314924;1550557","19015523;19078187",35805835,"GVP"
"1382","1397599","1388796;955632;1350504","",35805340,"FLEP"
"1383","35606214","1518254","19026972",35806065,"Ixazomib and Dexamethasone"
"1384","1311078","1311799;1594003","",35803509,"7 plus 3d and Midostaurin"
"1385","19078097","1311078;1363387","",35803449,"7 plus 3i and Sorafenib"
"1386","1551099","1310317;1351779;1308290","1305058;1311409;1329241;1338512;1350066;1350504;1394337;19008264",35805095,"C-MOPP"
"1387","1348265","1592911","",35804283,"Anastrozole and Ribociclib"
"1388","1338512","1305058;1551099;1310317;1351779;1394337;1350504;1308290","",35805110,"ProMACE-MOPP"
"1389","1387104","1397141;1337620","",35804310,"Capecitabine, Bevacizumab, Trastuzumab"
"1390","1350504","","903643;955632;1301267;1305058;1308290;1309161;1309188;1310317;1311078;1311443;1311799;1314273;1326481;1329241;1336825;1337651;1338512;1344354;1344905;1350066;1351779;1354698;1367268;1378382;1378509;1388796;1390051;1391846;1394023;1394337;1397141;1397599;1436650;1437379;1506270;1518254;1550557;1551099;19008264;19008336;19012585;19015523;19026972;19051649;19054821;19068830;19078097;19078187;19136750;19137042;35197850;36879099;40167582;42629079",35803614,"Etoposide and TBI"
"1391","19137042","1550557","",35806287,"Thalidomide and Prednisolone"
"1392","1338512","","955632;1301267;1304107;1305058;1308290;1309161;1310317;1311078;1311409;1311443;1312706;1314273;1314924;1315942;1326481;1329241;1336825;1344354;1344905;1350066;1350504;1351779;1354698;1358436;1367268;1368823;1378382;1378509;1380068;1387104;1389036;1390051;1391846;1394337;1397141;1397599;1436650;1436678;1437379;1500211;1506270;1518254;1550557;1551099;1593155;1718346;1760616;19008264;19008336;19011440;19012585;19026972;19051642;19054997;19078187;19086176;19132890;19136210;19136750;19137042;35197850;40167582;40241969;43013182;44507676",35805793,"TACE"
"1393","1378382","1397141","1344905;1378509;1397599;42629079",35804255,"Paclitaxel and Bevacizumab"
"1394","19078097","1311078","903643;1304107;1304850;1305058;1309188;1314273;1337651;1350504;1363387;1391846;1395557;1436650;1437379;1551860;19009705;19054821;19128219;46221435",35803520,"5 plus 3i"
"1395","1397599","","955632;984232;1301267;1304919;1305058;1308290;1309161;1309770;1310317;1311078;1311409;1311443;1314273;1314924;1315411;1315942;1325363;1326481;1329241;1336825;1337620;1338512;1343346;1344354;1344905;1350066;1350504;1354698;1366689;1367268;1368823;1377141;1378382;1378509;1379969;1380068;1380191;1387104;1388796;1389036;1390051;1391846;1397141;1436678;1506270;1518254;1551099;19008264;19008336;19038536;19051649;19078187;19100985;19137042;35606215;40167582;45775965",35806940,"Belotecan and Cisplatin"
"1396","1389036","1397599;19078187","",35806430,"MIC"
"1397","1318011","1337620","1315411;1315942;1344354;1397141;19100985",35804755,"CapeOx"
"1398","1367268","1315411;40168303;955632","1318011",35102006,"FOLFIRI and Cetuximab (L-Leucovorin)"
"1399","1436678","1366310","",35804240,"Goserelin and Tamoxifen"
"1400","40244266","1388796;1367268;955632","",35804787,"FOLFIRI and Ziv-aflibercept"
"1401","1750500","","923645;1518254;1713332;19026972",35806104,"Clarithromycin monotherapy"
"1402","1344905","42801287;1387104;1315942","",35804300,"TCHP (Taxotere)"
"1403","1367268","1314924","955632;1318011;1388796",35803581,"Gemcitabine and Irinotecan"
"1404","1311078","1436650;1304107;1310317","",35804078,"Imatinib-based consolidation"
"1405","1310317","1308290","794068;955632;1301267;1304107;1305058;1309188;1311078;1311409;1311443;1311799;1312706;1314273;1314924;1326481;1329241;1336825;1338512;1344354;1344905;1350066;1350504;1351779;1358436;1367268;1378509;1394337;1397599;1436650;1437379;1506270;1518254;1550557;1551099;1593155;19002912;19008264;19008336;19011440;19012585;19026972;19051642;19051649;19054997;19078097;19078187;19086176;19136750;35197850;40167582;40175460;43013182;44507676",35806377,"Cyclophosphamide and Vincristine"
"1406","1397599","1350504","955632;1301267;1305058;1308290;1309161;1310317;1311078;1314273;1329241;1336825;1338512;1344354;1367268;1388796;1391846;1397141;1506270;1518254;19008264;19078187;19137042;40167582",35805329,"Cisplatin and Etoposide"
"1407","1314273","1314924","1308290;1310317;1318011;1344905;1397599;1518254;1550557",35805834,"Gemcitabine and Rituximab"
"1408","1338512","1305058;1311078;1304107;1310317;1518254;1308290","",35804073,"Hyper-CVAD and Imatinib"
"1409","35604205","44507848","",35806097,"Ibrutinib and Venetoclax"
"1410","1338512","1310317;1308290","955632;1301267;1304107;1305058;1311078;1311409;1311443;1312706;1314273;1326481;1329241;1336825;1344905;1350066;1350504;1351779;1358436;1367268;1378509;1394337;1397599;1436650;1437379;1506270;1518254;1550557;1551099;1593155;19008264;19008336;19011440;19012585;19026972;19051642;19054997;19078187;19086176;19136750;35197850;40167582;43013182;44507676",35806944,"CAV"
"1411","1333357","1395557","1301267;1310317;1314273;19068830",35803612,"Busulfan and Fludarabine"
"1412","1305058","1314273;1341149","",35804422,"MT-R"
"1413","1338512","1397599;1314273;1311078;1551099;1310317;1518254;1308290","",35806080,"R-CHOP/R-DHAP"
"1414","1305058","19078187;1354698;1350504","1518254;19012585",35806474,"M-EI"
"1415","43533090","","1378382",35804392,"Afatinib monotherapy"
"1416","1344905","1378382","1314924;1337620;1350504;1387104;1397141;40238188;42629079;45775965;45892579",35805350,"Carboplatin, Paclitaxel, RT"
"1417","1305058","1436650;1518254;1308290","1310317;1311078;1338512;1350504;1437379;19012585",35101473,"Mercaptopurine, Methotrexate, Vincristine, Dexamethasone"
"1418","1311078","1304850;1309188;19054825","",35803494,"CLAG-M"
"1419","1336825","1310317","1301267;1308290;1314273;1338512;1350504;1397599;1518254;1550557;1551099;19026972;19051649;19137042",35806318,"Bortezomib and Cyclophosphamide"
"1420","1338512","1397599;1310317;1350504;1308290","",35806953,"CAV/PE"
"1421","1333357","1310317;1395557","",35803615,"Fludarabine, Busulfan, Cyclophosphamide"
"1422","1338512","1551099;1310317;1380068;19136750","",35805655,"CHVP-I"
"1423","1338512","1305058;1397599;19078187;1350504","",35806470,"MAPIE"
"1424","1338512","1329241;1551099;1310317;1350504;1308290","1305058;1311078;1351779",35805112,"VACOP-B"
"1425","19011440","46221433","",35806906,"Everolimus and Lenvatinib"
"1426","19137042","1336825","1301267;1310317;1338512;1350504;1397599;1518254;1551099;35605744;46221435",35806272,"VT"
"1427","1397599","19008264;1311409;1309770;1380068","",35806115,"CVD, IL-2, IFN alfa-2b - sequential biochemotherapy"
"1428","1397599","955632;1337620","",35805679,"FP, then Capecitabine and RT, then FP"
"1429","1350066","1310317;1309188;1350504","",35805840,"CBV-Mx, then auto HSCT"
"1430","19017810","1311078","",35803538,"Amsacrine and Cytarabine"
"1431","42709322","","1593273;45775965",35806901,"Axitinib monotherapy"
"1432","1397141","1397599;1315942;1388796;955632","",35805365,"mDCF and Bevacizumab"
"1433","1310317","1350504","1301267;1305058;1308290;1309188;1311078;1311443;1311799;1314273;1329241;1336825;1337651;1338512;1344354;1344905;1350066;1351779;1367268;1378509;1391846;1394337;1397599;1436650;1437379;1518254;1550557;1551099;19008264;19008336;19012585;19051649;19054821;19078187;19136750;19137042;35197850",35804007,"Cyclophosphamide, Etoposide, TBI"
"1434","1310317","","794068;955632;1301267;1304107;1305058;1308290;1309188;1311078;1311409;1311443;1311799;1312706;1314273;1314924;1315942;1326481;1329241;1333357;1336825;1337651;1338512;1344354;1344905;1350066;1350504;1351779;1354698;1358436;1367268;1368823;1378382;1378509;1380068;1380191;1387104;1388796;1391846;1394337;1395557;1397141;1397599;1436650;1436678;1437379;1500211;1506270;1518254;1525866;1550557;1551099;1593155;19002912;19008264;19008336;19011440;19012585;19026972;19031224;19051642;19051649;19054821;19054825;19054997;19068830;19078097;19078187;19086176;19136750;19137042;19137385;21017157;35197850;40167582;40175460;40241969;42873638;42874135;43013182;43014237;44507676",35803488,"Cyclophosphamide and TBI, then allo HSCT"
"1435","1338512","1551099;1310317;1350504;1308290","1305058;1311078;1314273;1329241;1344905;1351779;1394337;1518254;19008336;19078187;19136750;35197850",35805124,"EPOCH"
"1436","1338512","1329241;1305058;19078187;1311078;19008336;1551099;1310317;1350504","",35805050,"ACVBP"
"1437","1551099","1395557","1309188",35804610,"Fludarabine and Prednisone"
"1438","35604032","1336825;1518254","",35806315,"Elo-Vd"
"1439","1338512","1305058;1397599","1310317;1311443;1329241;1350504;1354698;19008264;19078187",35806469,"MAP"
"1440","1318011","1388796;955632","1314924;1315411;1315942;1367268;1397141;19100985",35806895,"mFOLFOX6 and RT"
"1441","19015523","1314273;1395557","",35806101,"BFR, then allo HSCT"
"1442","1390051","40167582","",35804573,"Chlorambucil and Ofatumumab"
"1443","1338512","1551099;1308290","955632;1301267;1305058;1310317;1311078;1311409;1312706;1314273;1329241;1336825;1344905;1350066;1350504;1351779;1390051;1394337;1397599;1436650;1518254;1593155;1760616;19008264;19008336;19011440;19012585;19026972;19051642;19054997;19078187;19086176;19136750;35197850;40167582;44507676",35805100,"HOP"
"1444","1318011","1397141;1314924","",35804568,"GEMOX-B"
"1445","1338512","1329241;1551099;1310317;1308290;19136750","",35101987,"CHVmP-VB"
"1446","1344905","1378382;1350504","",35803582,"PCE"
"1447","1338512","1305058;1314273;1310317;1308290","1311078;1350504;1518254;1550557;1551099;19008336;19078187;19136750",35804380,"R-CODOX-M"
"1448","1318011","1388796;955632","1314924;1315411;1315942;1367268;1397141;19100985",35804757,"FOLFOX4"
